split,method,seed,episodes,goal_success,deviation_rate,recovery_success,irreversible_failure,damage,budget_overrun,total_cost,recovery_attempts,calibration_error,predicted_unsafe,risk_upper,plan_diversity,safety_utility
combined_hard_shift,minus_budget_slack,3,80,0.87500,0.16250,0.92308,0.00000,0.01250,0.12500,1.92223,0.16250,0.16693,0.05590,0.11741,0.71429,0.66247
combined_hard_shift,minus_budget_slack,4,80,0.90000,0.11250,0.88889,0.00000,0.00000,0.08750,1.87920,0.11250,0.14239,0.05282,0.12441,0.71429,0.71904
combined_hard_shift,minus_budget_slack,5,80,0.82500,0.13750,0.72727,0.00000,0.01250,0.17500,1.90084,0.13750,0.21143,0.05283,0.12215,0.71429,0.59668
combined_hard_shift,minus_budget_slack,6,80,0.86250,0.13750,0.81818,0.00000,0.02500,0.13750,1.91122,0.13750,0.16776,0.04257,0.10686,0.57143,0.63148
combined_hard_shift,minus_budget_slack,7,80,0.86250,0.13750,1.00000,0.00000,0.00000,0.13750,1.90521,0.13750,0.18258,0.05798,0.12777,0.57143,0.66196
combined_hard_shift,minus_budget_slack,8,80,0.85000,0.17500,0.92857,0.00000,0.01250,0.15000,1.91153,0.17500,0.20551,0.06635,0.13789,0.57143,0.62958
combined_hard_shift,minus_budget_slack,9,80,0.85000,0.13750,1.00000,0.00000,0.00000,0.15000,1.90587,0.13750,0.18385,0.04349,0.11181,0.71429,0.64503
combined_hard_shift,minus_branch_entropy,0,80,0.87500,0.12500,0.70000,0.00000,0.01250,0.12500,1.85991,0.12500,0.17296,0.05375,0.12830,0.57143,0.66746
combined_hard_shift,minus_branch_entropy,1,80,0.83750,0.18750,0.86667,0.00000,0.01250,0.16250,1.89139,0.18750,0.20871,0.06518,0.13500,0.71429,0.61431
combined_hard_shift,minus_branch_entropy,2,80,0.80000,0.20000,0.75000,0.00000,0.00000,0.20000,1.92810,0.20000,0.23277,0.05630,0.12769,0.71429,0.57575
combined_hard_shift,minus_branch_entropy,3,80,0.75000,0.26250,0.90476,0.00000,0.00000,0.25000,1.96285,0.26250,0.28071,0.05671,0.11822,0.71429,0.50547
combined_hard_shift,minus_branch_entropy,4,80,0.85000,0.16250,0.92308,0.00000,0.01250,0.15000,1.87967,0.16250,0.19292,0.05836,0.12995,0.85714,0.63213
combined_hard_shift,minus_branch_entropy,5,80,0.87500,0.13750,0.90909,0.00000,0.01250,0.12500,1.85242,0.13750,0.17532,0.06118,0.13050,0.71429,0.66806
combined_hard_shift,minus_branch_entropy,6,80,0.80000,0.20000,0.81250,0.00000,0.01250,0.20000,1.95083,0.20000,0.22990,0.04612,0.11042,0.71429,0.55893
combined_hard_shift,minus_branch_entropy,7,80,0.85000,0.15000,0.83333,0.00000,0.01250,0.15000,1.89353,0.15000,0.19170,0.06078,0.13057,0.71429,0.63102
combined_hard_shift,minus_branch_entropy,8,80,0.83750,0.16250,0.76923,0.00000,0.01250,0.16250,1.87877,0.16250,0.20929,0.07017,0.14171,0.71429,0.61532
combined_hard_shift,minus_branch_entropy,9,80,0.80000,0.20000,0.93750,0.00000,0.02500,0.20000,1.93569,0.20000,0.22519,0.04802,0.11634,0.71429,0.54514
combined_hard_shift,minus_calibration_penalty,0,80,0.86250,0.15000,0.58333,0.00000,0.05000,0.13750,1.88529,0.15000,0.17667,0.05315,0.12770,0.57143,0.60355
combined_hard_shift,minus_calibration_penalty,1,80,0.85000,0.16250,1.00000,0.00000,0.00000,0.15000,1.90953,0.16250,0.19774,0.05846,0.12828,0.71429,0.64474
combined_hard_shift,minus_calibration_penalty,2,80,0.77500,0.21250,0.76471,0.00000,0.02500,0.22500,1.94434,0.21250,0.25850,0.05398,0.12537,0.71429,0.51070
combined_hard_shift,minus_calibration_penalty,3,80,0.83750,0.16250,0.84615,0.00000,0.01250,0.16250,1.91622,0.16250,0.19840,0.05590,0.11741,0.71429,0.61233
combined_hard_shift,minus_calibration_penalty,4,80,0.87500,0.12500,0.80000,0.00000,0.01250,0.12500,1.87241,0.12500,0.17565,0.05943,0.13102,0.57143,0.66646
combined_hard_shift,minus_calibration_penalty,5,80,0.70000,0.26250,0.85714,0.00000,0.03750,0.30000,1.97740,0.26250,0.32231,0.05386,0.12318,0.71429,0.39181
combined_hard_shift,minus_calibration_penalty,6,80,0.82500,0.18750,0.93333,0.00000,0.01250,0.17500,1.93559,0.18750,0.20672,0.04457,0.10887,0.57143,0.59390
combined_hard_shift,minus_calibration_penalty,7,80,0.78750,0.22500,0.94444,0.00000,0.00000,0.21250,1.95970,0.22500,0.23575,0.05870,0.12848,0.57143,0.55635
combined_hard_shift,minus_calibration_penalty,8,80,0.88750,0.10000,0.87500,0.00000,0.00000,0.11250,1.85908,0.10000,0.16821,0.06693,0.13847,0.57143,0.69940
combined_hard_shift,minus_calibration_penalty,9,80,0.93750,0.06250,0.80000,0.00000,0.00000,0.05000,1.85564,0.06250,0.10589,0.04558,0.11390,0.71429,0.77155
combined_hard_shift,risk_only_score,0,80,0.68750,0.15000,0.91667,0.00000,0.00000,0.31250,2.02948,0.15000,0.33874,0.06927,0.14382,0.85714,0.41577
combined_hard_shift,risk_only_score,1,80,0.66250,0.26250,0.80952,0.00000,0.02500,0.33750,2.07871,0.26250,0.35512,0.08196,0.15178,0.85714,0.34808
combined_hard_shift,risk_only_score,2,80,0.60000,0.20000,0.81250,0.00000,0.02500,0.40000,2.08215,0.20000,0.40728,0.06449,0.13588,0.85714,0.26343
combined_hard_shift,risk_only_score,3,80,0.81250,0.12500,0.90000,0.00000,0.02500,0.18750,1.96833,0.12500,0.22556,0.06069,0.12220,0.85714,0.55941
combined_hard_shift,risk_only_score,4,80,0.71250,0.13750,0.90909,0.01250,0.01250,0.27500,2.00535,0.12500,0.31356,0.06679,0.13838,0.85714,0.41895
combined_hard_shift,risk_only_score,5,80,0.68750,0.15000,0.50000,0.00000,0.00000,0.31250,2.02271,0.15000,0.34227,0.07838,0.14770,0.85714,0.41631
combined_hard_shift,risk_only_score,6,80,0.72500,0.17500,0.57143,0.01250,0.02500,0.26250,2.02815,0.16250,0.29483,0.05855,0.12285,0.85714,0.41900
combined_hard_shift,risk_only_score,7,80,0.67500,0.25000,0.80000,0.00000,0.03750,0.32500,2.13829,0.25000,0.34469,0.07541,0.14520,0.85714,0.34519
combined_hard_shift,risk_only_score,8,80,0.67500,0.18750,0.93333,0.00000,0.01250,0.32500,2.06723,0.18750,0.34423,0.07280,0.14434,0.85714,0.38087
combined_hard_shift,risk_only_score,9,80,0.70000,0.18750,0.86667,0.00000,0.05000,0.30000,2.04557,0.18750,0.31817,0.05555,0.12387,0.85714,0.37135
combined_hard_shift,expected_utility_only,0,80,0.85000,0.15000,0.91667,0.00000,0.02500,0.15000,1.88591,0.15000,0.18795,0.05174,0.12629,0.57143,0.61663
combined_hard_shift,expected_utility_only,1,80,0.88750,0.10000,0.87500,0.00000,0.00000,0.11250,1.85372,0.10000,0.15736,0.06514,0.13497,0.71429,0.69983
combined_hard_shift,expected_utility_only,2,80,0.91250,0.07500,0.66667,0.00000,0.00000,0.07500,1.85057,0.07500,0.13453,0.05582,0.12721,0.71429,0.73820
combined_hard_shift,expected_utility_only,3,80,0.80000,0.22500,0.88889,0.00000,0.02500,0.20000,1.95028,0.22500,0.22560,0.05511,0.11661,0.71429,0.54398
combined_hard_shift,expected_utility_only,4,80,0.86250,0.15000,0.83333,0.01250,0.02500,0.12500,1.84779,0.13750,0.18322,0.05985,0.13144,0.85714,0.61905
combined_hard_shift,expected_utility_only,5,80,0.80000,0.20000,0.62500,0.00000,0.03750,0.18750,1.91440,0.20000,0.23052,0.05906,0.12838,0.71429,0.53622
combined_hard_shift,expected_utility_only,6,80,0.82500,0.18750,1.00000,0.00000,0.00000,0.17500,1.92194,0.18750,0.20699,0.04956,0.11386,0.71429,0.60999
combined_hard_shift,expected_utility_only,7,80,0.82500,0.18750,0.86667,0.00000,0.00000,0.17500,1.93349,0.18750,0.21568,0.05965,0.12944,0.71429,0.60907
combined_hard_shift,expected_utility_only,8,80,0.86250,0.15000,1.00000,0.00000,0.00000,0.13750,1.85965,0.15000,0.19108,0.07072,0.14226,0.71429,0.66560
combined_hard_shift,expected_utility_only,9,80,0.82500,0.18750,0.93333,0.00000,0.00000,0.17500,1.92422,0.18750,0.20444,0.04670,0.11502,0.71429,0.60981
